MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Fa,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Min1,Attchd,Unf,TA,TA,Paved,WD,Abnorml
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,Fa,No,ALQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RH,Pave,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Yes,SBrkr,Gd,Min1,Attchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Gd,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,Rec,GLQ,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,BLQ,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,,,,,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,,,,,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Family
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
